building_id,total_price
BTshNOJyKHnT2YIT,4062325.2
VEwyGGMcD56w5BOc,6266958.0
wmUeMoJZfsqaSX9b,953007.3
wXjeI38bYDMJJwZC,6452298.0
ewr0Fx6ign87OwaV,4543639.5
gHKurnEP4AowzsLg,875617.75
PmLfTgY2FElLrTl0,5280661.0
NlXbvdFfmJZf3L18,21990022.0
D7jaFWHCzSqLBwdt,1004060.56
OgB0AdiPKlElakKN,1177633.2
StiWNN1GQrpPBOYt,2529304.5
a016eMAVQKnfwMnt,18661834.0
gsCFcQHnOH3AKMcZ,3658682.5
IbNsDXfsPwSuFpow,5846602.5
EgAVWOVxD1Jy5YkE,1386264.4
WgzXa170DfpzpURE,9035865.0
bCSDbEthlS3nSIor,2061633.2
jEvQfHD89c14eFJj,8887958.0
bU45TrRjtoRJpiOl,7373641.0
uAE5aaysJhyG8lRW,12812508.0
aahqDoaTCZYPUnYs,2770148.8
YV43AlJLyiYsBy7N,9488760.0
XUoZvwp3G5Uqr6es,5703845.5
xtfOOyS24DmebcrG,11162274.0
kHySzvJu1pAOGGr8,8053774.0
C1h2FivTfEeJpv15,34872280.0
N2z4leXPR8YG1qOe,1778251.1
sag3ekvoyZCZgkfV,5150769.0
Uk5ex47eeWALNICk,4450941.5
vAl9UtIB6CJkKDqG,9359075.0
dGDaCQGvz1JFUpFs,4322747.5
O5Hw3gWy8trecv9H,25587324.0
tMEj7u0YNW1xuLxf,854229.5
FB5zv79bd6nHV1It,2108745.0
SjqLJfNVstz2Vt0Z,6916637.0
uv27X0eFKdbSphM7,11997228.0
VvwRRzQcDprObjXd,18135618.0
j1eSrtTGv0lNjzBU,31026934.0
UboKsiWuyCQXXIsA,3560148.5
R3LK3b1cYHJDoS7T,1183194.4
HM9qAA76VLEkoqyU,12807084.0
fX3cUCjz6wSjn6N5,1450223.5
VP1NDCBMrjip2Bnd,7833952.0
SOZVhFbbbVloA5qP,639725.5
Rfg7BpDZLZd445AX,1789841.0
olfnSSZRvyQuIxaI,40036744.0
x61xqhi8kwd9xmmN,3712352.2
Vx7bSFwMnNMCx9oB,4168317.0
S9TXbscnO5DoawSU,2055815.9
WdVARdRcN8x7AK1d,6303648.0
pStv2kkxELhBBK2G,13641940.0
CjKHQBAnor8AP2eB,4636269.0
PIo9FQYkpDvE32Cw,11772857.0
PVAuCtLbP23qr2zL,3634852.5
tvGpSGlGKclWmFYm,6067607.5
XCs3JK6zTfApKRQq,9382847.0
MheS1bq7OcDGJ05M,795065.44
pAlE5srDfK8zDu8o,25437206.0
ObAaFE67g31BlRpo,4427850.5
qYtmXmJZcCxsYR16,3795118.5
xOpEoO94sMg0pmgK,2837540.0
WOqQh2t52P3sHypx,4401814.0
zSOQn8ONXwfK1YMz,1874065.5
wErmbQpjJ0KXYt3g,818998.1
qQsKdbjFMUCiKncB,27772288.0
VGsTcb8wMZWT5UjC,2978993.0
hPQk6g6q96fEA6qf,2484294.2
z8DrddTDmE9edR3g,2625960.2
HUJHDhbsEKjDU375,1540428.2
uxdQDOZMTkgMXF87,14503030.0
WR60rAEhGqmpGGPQ,6497572.5
QNiCWRVsm0DOcqkc,4229011.0
sZl3Xo0wUvZqHF95,5159795.5
JrPbCAZvRUc1oIqh,4373932.0
ByxhTXwxWIzViLVM,646993.0
yXEw1aQQMhSrxqSR,1496813.6
slnIW7o6rSjiHBTo,3855651.2
TS475FK6SbqORxRf,6869798.0
Eg79yeZBAFgZzKmd,10548553.0
hXBEiDoNgbjADWN3,2363011.5
qLDW5vb8gODBBvrP,16587355.0
gguJ9pV2OYi3Jk0q,5846140.0
QTSwKBCSHsVJ98Qs,529183.0
WairBGJvbWqBhyfr,2757723.2
am6VBxbgo9B6nEi2,16238225.0
APeCKSkTyUA17R6k,1744996.2
RxGjrcrzYj63KzlM,316375.56
dfGXvK2a8KfinpeH,5115391.0
EgApP0wpkfO5czAT,5251477.5
rTcCpOJ38Pl9tt1E,3068124.0
F0aeIVKrnkIbAl5D,6054071.0
fV9iRaOCYqJqr9SS,2529594.0
ObVWj9qMlSFLTzD4,1545534.2
n1e7tlFzODL1Je5e,444630.62
GpldOFFYRWdLctvy,1613114.5
qNtrq7aAefpIVJmz,4652790.5
nvRQHtY8IPVydFgd,5083110.5
LraHARJze06NLWEj,2404709.8
Xkb3CuiMr2KfmhLD,2423937.5
wWqRMAbTZCpNO4ps,6987991.0
OAfBKiNWwxlng9mn,19562210.0
clotOLowKmXI8QYL,2834824.2
LPaxAt9FlQWzcXKA,24641846.0
PBG6hOt5APgz8rp8,29574162.0
Y5ZFW4XTOyRONMXo,2354589.5
fv5UlMh1Z79JpWia,807230.2
IuqvjqVrqhABDFNo,3110557.8
iK1jUSPk2MamJTY2,57947590.0
vjhZ7fGwu9E2auLB,2437263.8
tXIARKw0fhvToapx,7461256.5
XnRk3lrWhWEoui7Y,12639976.0
